,0
1023,-0.0004195170333971715
1024,-0.0004158996482352321
1025,-0.00041232652108313744
1026,-0.0004087969493444921
1027,-0.0004053102441083698
1028,-0.0004018657299150956
1029,-0.00039846274436182644
1030,-0.00039510063788412666
1031,-0.00039177877337907217
1032,-0.00038849652600162084
1033,-0.00038525328280425544
1034,-0.00038204844254722
1035,-0.00037888141535374073
1036,-0.00037575162253325413
1037,-0.0003726584962513778
1038,-0.0003696014793652848
1039,-0.0003665800251075648
1040,-0.00036359359693307795
1041,-0.00036064166821590837
1042,-0.0003577237221068942
1043,-0.00035483925124311526
1044,-0.00035198775761536324
1045,-0.00034916875228944066
1046,-0.00034638175528304974
1047,-0.00034362629529822487
1048,-0.00034090190960704844
1049,-0.0003382081437946821
1050,-0.0003355445516533288
1051,-0.0003329106949352991
1052,-0.00033030614325473207
1053,-0.0003277304738502186
1054,-0.00032518327149376583
1055,-0.0003226641282624669
1056,-0.00032017264345430457
1057,-0.0003177084233684233
1058,-0.0003152710812273193
1059,-0.0003128602369653013
1060,-0.00031047551715670293
1061,-0.0003081165548120798
1062,-0.00030578298931210196
1063,-0.0003034744662111368
1064,-0.0003011906371764369
1065,-0.00029893115979877664
1066,-0.00029669569753659915
1067,-0.000294483919533384
1068,-0.0002922955005664293
1069,-0.0002901301208706723
1070,-0.0002879874660918054
1071,-0.0002858672271162095
1072,-0.00028376910002820546
1073,-0.0002816927859457991
1074,-0.00027963799098177
1075,-0.0002776044260850228
1076,-0.0002755918070052711
1077,-0.00027359985413970283
1078,-0.0002716282925010743
1079,-0.0002696768515694481
1080,-0.0002677452652634555
1081,-0.0002658332717969607
1082,-0.00026394061365324264
1083,-0.00026206703744633254
1084,-0.0002602122938980091
1085,-0.00025837613770357743
1086,-0.00025655832751150993
1087,-0.00025475862579347217
1088,-0.0002529767988264299
1089,-0.00025121261656678613
1090,-0.0002494658526347408
1091,-0.0002477362841924298
1092,-0.0002460236919303748
1093,-0.00024432785994942647
1094,-0.0002426485757492116
1095,-0.00024098563011371008
1096,-0.00023933881710158227
1097,-0.00023770793393520872
1098,-0.00023609278099280447
1099,-0.00023449316170079555
1100,-0.00023290888252754574
1101,-0.000231339752879006
1102,-0.00022978558509391785
1103,-0.00022824619434260213
1104,-0.00022672139862356023
1105,-0.00022521101866527664
1106,-0.0002237148779241044
1107,-0.00022223280248897807
1108,-0.0002207646210805287
1109,-0.00021931016495857313
1110,-0.000217869267922341
1111,-0.00021644176622067312
1112,-0.00021502749855330933
1113,-0.000213626305983649
1114,-0.0002122380319410253
1115,-0.00021086252213599294
1116,-0.00020949962456346218
1117,-0.00020814918942042143
1118,-0.00020681106910990044
1119,-0.00020548511816103186
1120,-0.0002041711932337737
1121,-0.00020286915304125046
1122,-0.00020157885835514114
1123,-0.00020030017193021804
1124,-0.00019903295851039
1125,-0.00019777708475536465
1126,-0.00019653241924725065
1127,-0.00019529883241928308
1128,-0.00019407619656295323
1129,-0.00019286438575874206
1130,-0.00019166327588369218
1131,-0.00019047274454411594
1132,-0.00018929267108355993
1133,-0.00018812293651739912
1134,-0.00018696342354120258
1135,-0.00018581401646711683
1136,-0.0001846746012325869
1137,-0.0001835450653385318
1138,-0.00018242529785830424
1139,-0.0001813151893776491
1140,-0.0001802146320038841
1141,-0.00017912351930753366
1142,-0.00017804174633175487
1143,-0.00017696920953555643
1144,-0.00017590580680345747
1145,-0.00017485143739027497
1146,-0.0001738060019308981
1147,-0.00017276940238668105
1148,-0.0001717415420552897
1149,-0.00017072232551862242
1150,-0.00016971165865275423
1151,-0.00016870944857728384
1152,-0.00016771560366538212
1153,-0.00016673003349455871
1154,-0.00016575264885672892
1155,-0.0001647833617104016
1156,-0.000163822085190726
1157,-0.00016286873356307317
1158,-0.00016192322223304833
1159,-0.0001609854677013876
1160,-0.0001600553875739855
1161,-0.0001591329005180499
1162,-0.0001582179262720457
1163,-0.0001573103856031936
1164,-0.00015641020031728135
1165,-0.0001555172932174052
1166,-0.00015463158811370218
1167,-0.0001537530097832929
1168,-0.00015288148397990412
1169,-0.00015201693739500528
1170,-0.00015115929766727242
1171,-0.00015030849334490777
1172,-0.00014946445389494925
1173,-0.0001486271096667292
1174,-0.00014779639190102154
1175,-0.00014697223269459129
1176,-0.00014615456500919537
1177,-0.0001453433226372125
1178,-0.00014453844021042567
1179,-0.0001437398531667693
1180,-0.00014294749775885948
1181,-0.0001421613110218008
1182,-0.0001413812307815361
1183,-0.00014060719562363614
1184,-0.000139839144901418
1185,-0.00013907701870577777
1186,-0.00013832075787305163
1187,-0.00013757030395582207
1188,-0.0001368255992305609
1189,-0.00013608658666937345
1190,-0.0001353532099473968
1191,-0.00013462541341550678
1192,-0.00013390314210741684
1193,-0.00013318634171336825
1194,-0.00013247495858689562
1195,-0.00013176893971947445
1196,-0.00013106823274700662
1197,-0.00013037278592532972
1198,-0.00012968254813643823
1199,-0.00012899746886489737
1200,-0.00012831749820372973
1201,-0.00012764258683171432
1202,-0.00012697268601897756
1203,-0.00012630774760512585
1204,-0.00012564772400454826
1205,-0.0001249925681853979
1206,-0.00012434223367454404
1207,-0.0001236966745373996
1208,-0.00012305584538255411
1209,-0.00012241970134243372
1210,-0.00012178819807756144
1211,-0.00012116129175806609
1212,-0.0001205389390675836
1213,-0.00011992109718554147
1214,-0.00011930772379078233
1215,-0.00011869877704457954
1216,-0.00011809421559389911
1217,-0.00011749399855524871
1218,-0.0001168980855175454
1219,-0.00011630643652673457
1220,-0.00011571901208829397
1221,-0.00011513577315262713
1222,-0.00011455668111720802
1223,-0.00011398169781268137
1224,-0.0001134107855046607
1225,-0.00011284390688059553
1226,-0.00011228102505115617
1227,-0.00011172210353783388
1228,-0.00011116710627399144
1229,-0.00011061599759310639
1230,-0.00011006874222951479
1231,-0.0001095253053073526
1232,-0.00010898565234087626
1233,-0.00010844974922413814
1234,-0.00010791756223091271
1235,-0.00010738905800508729
1236,-0.00010686420356017307
1237,-0.00010634296627038572
1238,-0.00010582531386978956
1239,-0.00010531121444402162
1240,-0.00010480063642907166
1241,-0.00010429354860367127
1242,-0.00010378992008767079
1243,-0.00010328972033508578
1244,-0.00010279291913210907
1245,-0.0001022994865907892
1246,-0.00010180939314662523
1247,-0.00010132260955293724
1248,-0.00010083910687805602
1249,-0.00010035885650028696
1250,-9.988183010475249e-05
1251,-9.9407999678974e-05
1252,-9.893733750930873e-05
1253,-9.846981617715397e-05
1254,-9.800540855500333e-05
1255,-9.754408780324743e-05
1256,-9.708582736583826e-05
1257,-9.663060096772207e-05
1258,-9.617838261006521e-05
1259,-9.572914656830761e-05
1260,-9.52828673870166e-05
1261,-9.483951987850119e-05
1262,-9.43990791172716e-05
1263,-9.396152043926715e-05
1264,-9.352681943588628e-05
1265,-9.309495195382877e-05
1266,-9.266589408870342e-05
1267,-9.223962218546178e-05
1268,-9.18161128316101e-05
1269,-9.139534285818436e-05
1270,-9.097728933261451e-05
1271,-9.056192956022398e-05
1272,-9.014924107671199e-05
1273,-8.973920165021977e-05
1274,-8.933178927340887e-05
1275,-8.892698216606885e-05
1276,-8.852475876681893e-05
1277,-8.812509773627037e-05
1278,-8.772797794829356e-05
1279,-8.733337849376641e-05
1280,-8.694127867143113e-05
1281,-8.655165799216648e-05
1282,-8.61644961694727e-05
1283,-8.5779773124263e-05
1284,-8.539746897496014e-05
1285,-8.501756404281377e-05
1286,-8.464003884159294e-05
1287,-8.42648740834618e-05
1288,-8.389205066822683e-05
1289,-8.352154968977952e-05
1290,-8.315335242493615e-05
1291,-8.278744034036468e-05
1292,-8.242379508107177e-05
1293,-8.206239847783618e-05
1294,-8.170323253529023e-05
1295,-8.134627943985766e-05
1296,-8.099152154745366e-05
1297,-8.063894139191684e-05
1298,-8.028852167232991e-05
1299,-7.994024526194713e-05
1300,-7.959409519511462e-05
1301,-7.925005467670337e-05
1302,-7.890810706862573e-05
1303,-7.856823589978435e-05
1304,-7.823042485218364e-05
1305,-7.789465777136178e-05
1306,-7.756091865211775e-05
1307,-7.72291916494359e-05
1308,-7.68994610638114e-05
1309,-7.657171135267198e-05
1310,-7.624592711529778e-05
1311,-7.592209310472534e-05
1312,-7.560019421229977e-05
1313,-7.528021548002462e-05
1314,-7.496214208474338e-05
1315,-7.464595935094816e-05
1316,-7.433165273460246e-05
1317,-7.401920783639777e-05
1318,-7.370861038517196e-05
1319,-7.339984625167249e-05
1320,-7.309290143155849e-05
1321,-7.278776205963948e-05
1322,-7.248441439250407e-05
1323,-7.21828448231883e-05
1324,-7.188303986344676e-05
1325,-7.158498615885272e-05
1326,-7.128867047071589e-05
1327,-7.09940796916284e-05
1328,-7.070120082698845e-05
1329,-7.041002101098462e-05
1330,-7.012052748776932e-05
1331,-6.98327076278872e-05
1332,-6.954654890904405e-05
1333,-6.9262038933022e-05
1334,-6.897916540601224e-05
1335,-6.8697916155989e-05
1336,-6.841827911272247e-05
1337,-6.814024232553259e-05
1338,-6.78637939429192e-05
1339,-6.758892223078285e-05
1340,-6.731561555167788e-05
1341,-6.704386238344812e-05
1342,-6.67736512981245e-05
1343,-6.650497098095833e-05
1344,-6.623781020898917e-05
1345,-6.59721578704763e-05
1346,-6.570800294310328e-05
1347,-6.544533451385281e-05
1348,-6.518414175678173e-05
1349,-6.492441395338659e-05
1350,-6.466614046998553e-05
1351,-6.44093107784859e-05
1352,-6.415391443341463e-05
1353,-6.389994109307643e-05
1354,-6.3647380496273e-05
1355,-6.339622248382596e-05
1356,-6.314645697494306e-05
1357,-6.289807398915852e-05
1358,-6.265106362233159e-05
1359,-6.240541606899814e-05
1360,-6.216112159799697e-05
1361,-6.1918170575222e-05
1362,-6.167655343893015e-05
1363,-6.143626072286322e-05
1364,-6.119728303116027e-05
1365,-6.0959611061955515e-05
1366,-6.0723235581892875e-05
1367,-6.048814745009949e-05
1368,-6.025433759240093e-05
1369,-6.0021797025634504e-05
1370,-5.979051683153894e-05
1371,-5.956048818146768e-05
1372,-5.933170230988917e-05
1373,-5.910415053951603e-05
1374,-5.8877824254464763e-05
1375,-5.86527149257489e-05
1376,-5.842881408408823e-05
1377,-5.820611334581438e-05
1378,-5.7984604385292436e-05
1379,-5.776427896122904e-05
1380,-5.754512888877918e-05
1381,-5.73271460661655e-05
1382,-5.711032244648369e-05
1383,-5.689465006468696e-05
1384,-5.66801210090648e-05
1385,-5.6466727448600555e-05
1386,-5.625446160406489e-05
1387,-5.60433157757807e-05
1388,-5.583328231439558e-05
1389,-5.5624353648983756e-05
1390,-5.5416522257479714e-05
1391,-5.5209780695168545e-05
1392,-5.5004121564762966e-05
1393,-5.4799537545277884e-05
1394,-5.4596021361757155e-05
1395,-5.439356581449076e-05
1396,-5.419216374846386e-05
1397,-5.399180808289558e-05
1398,-5.3792491780350596e-05
1399,-5.359420787664599e-05
1400,-5.339694944963938e-05
1401,-5.320070964949228e-05
1402,-5.300548166710479e-05
1403,-5.281125876477155e-05
1404,-5.2618034244244325e-05
1405,-5.242580147777001e-05
1406,-5.223455387583265e-05
1407,-5.204428491850688e-05
1408,-5.185498812291198e-05
1409,-5.1666657074877665e-05
1410,-5.147928539610957e-05
1411,-5.129286677618164e-05
1412,-5.110739493936887e-05
1413,-5.0922863677014094e-05
1414,-5.0739266814007225e-05
1415,-5.055659824152371e-05
1416,-5.037485188315879e-05
1417,-5.019402172800904e-05
1418,-5.0014101796508423e-05
1419,-4.983508617383679e-05
1420,-4.9656968975419616e-05
1421,-4.947974438071789e-05
1422,-4.930340659836015e-05
1423,-4.912794990030034e-05
1424,-4.89533685866263e-05
1425,-4.877965702005037e-05
1426,-4.860680959041446e-05
1427,-4.843482074946701e-05
1428,-4.8263684975148286e-05
1429,-4.809339680660932e-05
1430,-4.7923950808189406e-05
1431,-4.775534160482414e-05
1432,-4.758756384569545e-05
1433,-4.742061223991773e-05
1434,-4.7254481519904873e-05
1435,-4.708916647742414e-05
1436,-4.6924661926597186e-05
1437,-4.6760962740293675e-05
1438,-4.659806381285329e-05
1439,-4.643596009676478e-05
1440,-4.627464656508625e-05
1441,-4.61141182484883e-05
1442,-4.59543701973124e-05
1443,-4.579539751896127e-05
1444,-4.563719533966632e-05
1445,-4.547975884216061e-05
1446,-4.5323083227172285e-05
1447,-4.516716375140747e-05
1448,-4.501199568874268e-05
1449,-4.485757436851574e-05
1450,-4.4703895136415636e-05
1451,-4.455095339310424e-05
1452,-4.439874455479701e-05
1453,-4.4247264092194346e-05
1454,-4.409650749076649e-05
1455,-4.394647028998619e-05
1456,-4.3797148043335634e-05
1457,-4.36485363578421e-05
1458,-4.350063085377955e-05
1459,-4.3353427204510675e-05
1460,-4.320692109591672e-05
1461,-4.306110826652641e-05
1462,-4.2915984466641404e-05
1463,-4.277154549880032e-05
1464,-4.262778717660583e-05
1465,-4.248470536545757e-05
1466,-4.23422959411255e-05
1467,-4.220055483078462e-05
1468,-4.2059477971254574e-05
1469,-4.1919061350402754e-05
1470,-4.17793009650509e-05
1471,-4.164019286265784e-05
1472,-4.150173309899424e-05
1473,-4.1363917780093735e-05
1474,-4.1226743019632964e-05
1475,-4.109020498118862e-05
1476,-4.095429983533945e-05
1477,-4.0819023802204263e-05
1478,-4.068437310826819e-05
1479,-4.0550344029219185e-05
1480,-4.0416932846473834e-05
1481,-4.028413589031811e-05
1482,-4.015194949616659e-05
1483,-4.002037004795065e-05
1484,-3.988939393413425e-05
1485,-3.97590175913971e-05
1486,-3.962923746033703e-05
1487,-3.950005002945712e-05
1488,-3.9371451790600604e-05
1489,-3.92434392832228e-05
1490,-3.9116009049519044e-05
1491,-3.898915767902069e-05
1492,-3.8862881763426985e-05
1493,-3.8737177941482165e-05
1494,-3.8612042853567465e-05
1495,-3.84874731867918e-05
1496,-3.836346562936393e-05
1497,-3.824001691597447e-05
1498,-3.81171237818429e-05
1499,-3.799478300842536e-05
1500,-3.7872991377176416e-05
